非凡圈子@@,#genre#
五虎屠龙,https://vip.ffzy-play6.com/20221207/10657_ed26a233/2000k/hls/mixed.m3u8
直捣黄龙,https://vip.lz-cdn3.com/20230623/19785_d14d1e58/2000k/hls/mixed.m3u8
醒目仔蛊惑招,https://vip.ffzy-play7.com/20221227/10014_ac5cb8a8/2000k/hls/mixed.m3u8
铁掌旋风腿,https://vip.lz-cdn3.com/20230605/19332_398d79b4/2000k/hls/mixed.m3u8
冰天侠女,https://yzzy.play-cdn4.com/20220611/19046_621aa95a/1000k/hls/index.m3u8
合气道,https://yzzy.play-cdn6.com/20220625/1515_8bf6c42a/1000k/hls/index.m3u8
七省拳王,https://vip.ffzy-play6.com/20221128/9082_03e05a5c/2000k/hls/mixed.m3u8
环游地球八十天,https://vip.ffzy-play7.com/20221206/8255_9aa98c99/2000k/hls/mixed.m3u8
忠烈图,https://vip.ffzy-play7.com/20221228/10158_15a3aab7/2000k/hls/mixed.m3u8
生龙活虎小英雄,https://v.cdnlz17.com/20231011/29061_76a6ec7c/2000k/hls/mixed.m3u8
臭头小子,https://vip.ffzy-play6.com/20221128/9169_218e5c99/2000k/hls/mixed.m3u8
鬼流星,https://vip.ffzy-play7.com/20221128/7528_c67067f3/2000k/hls/mixed.m3u8
北地虎,https://vip.ffzy-play6.com/20221206/10250_8ffc07da/2000k/hls/mixed.m3u8
搏命单刀夺命枪,https://vip.ffzy-play7.com/20221208/8546_fa0622b4/2000k/hls/mixed.m3u8
甩牙老虎,https://vip.ffzy-play7.com/20221231/10559_1f62509a/2000k/hls/mixed.m3u8
中泰拳坛生死战,https://vip.ffzy-play6.com/20221128/9268_8dced840/2000k/hls/mixed.m3u8
无问题,https://yzzy.play-cdn4.com/20220611/19238_1355d3a4/1000k/hls/index.m3u8
鳄潭群英会,https://vip.ffzy-play7.com/20221228/10089_77f8bcef/2000k/hls/mixed.m3u8
没有小鸟的天空,https://vip.ffzy-play7.com/20221113/4138_27357f3c/2000k/hls/mixed.m3u8
铁金刚大破紫阳观,https://v.cdnlz17.com/20231009/28713_5531c328/2000k/hls/mixed.m3u8
三德和尚与舂米六,https://vip.ffzy-play6.com/20221128/9099_38718b59/2000k/hls/mixed.m3u8
金装武术电影大全,https://vip.ffzy-play7.com/20230512/24614_d66a3f5d/2000k/hls/mixed.m3u8
桃姐,https://vip.ffzy-play6.com/20221021/557_01ee40ab/2000k/hls/mixed.m3u8
成龙,#genre#

狂怒沙暴,https://super.ffzy-online6.com/20230728/15732_833bb9b4/2000k/hls/index.m3u8
十二生肖,https://vip1.lz-cdn8.com/20220816/21825_d7835860/1000k/hls/mixed.m3u8
红番区,https://vip.ffzy-play6.com/20221112/6346_239e11e8/2000k/hls/mixed.m3u8
我是谁,https://vip.ffzy-play6.com/20221022/881_da82c5bb/2000k/hls/mixed.m3u8
新警察故事,https://vip.ffzy-play6.com/20221017/15_7bd9a94d/2000k/hls/mixed.m3u8
飞鹰计划,https://vip.ffzy-play6.com/20221112/6252_a77ddc97/2000k/hls/mixed.m3u8
A计划国,https://leshiyuncdn.36s.top/20230717/puDV0OrF/index.m3u8
醉拳,https://vip.lzcdn2.com/20220407/2609_2d217427/1200k/hls/mixed.m3u8
醉拳,https://vip.ffzy-play7.com/20230202/13070_b42acba9/2000k/hls/mixed.m3u8
醉拳II,https://vip.ffzy-play6.com/20221129/9308_1fceb255/2000k/hls/mixed.m3u8
龙虎武师,https://vip.ffzy-play6.com/20221124/7972_7d6545a3/2000k/hls/mixed.m3u8
警察故事,https://vip.lz-cdn1.com/20220404/878_6675a846/1200k/hls/mixed.m3u8
警察故事III超级警察,https://vip.ffzy-play7.com/20221206/8266_97359a93/2000k/hls/mixed.m3u8
警察故事4简单任务,https://vip.ffzy-play6.com/20221129/9292_f6b1a849/2000k/hls/mixed.m3u8
喜剧之王,https://vip.lzcdn2.com/20220318/38_f03aa8b5/1200k/hls/mixed.m3u8
功夫熊猫,https://vip.ffzy-play2.com/20221021/184_02a47dff/2500k/hls/mixed.m3u8
功夫熊猫2,https://vip.ffzy-play6.com/20221019/152_598bf3c6/2000k/hls/mixed.m3u8
A计划续集,https://vip1.lz-cdn10.com/20221012/2732_9fd148be/1200k/hls/mixed.m3u8
龙马精神,https://super.ffzy-online6.com/20230603/12901_b0997ad4/2000k/hls/mixed.m3u8
总是有爱在隔离,https://vip.ffzy-play7.com/20230509/24402_8dc9f535/2000k/hls/mixed.m3u8
急先锋,https://vip.ffzy-play6.com/20221113/6503_476b3f6c/2000k/hls/mixed.m3u8
许愿神龙,https://vip.ffzy-play.com/20221015/902_baeb6b70/5000k/hls/mixed.m3u8
十二生肖,https://vip1.lz-cdn8.com/20220816/21825_d7835860/1000k/hls/mixed.m3u8
攀登者,https://vip.ffzy-play7.com/20221111/3124_7cca31fc/2000k/hls/mixed.m3u8
神话,https://vip.ffzy-play6.com/20221017/20_989dd1f8/2000k/hls/mixed.m3u8
福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/2000k/hls/mixed.m3u8
重案组,https://vip1.lz-cdn1.com/20220522/6367_d2e376be/1200k/hls/mixed.m3u8
私人订制,https://vip.ffzy-play6.com/20221019/192_52684124/2000k/hls/mixed.m3u8
龙腾虎跃,https://vip.ffzy-play7.com/20221117/5171_c2d4c959/2000k/hls/mixed.m3u8
城市猎人,https://vip.ffzy-play7.com/20230112/11075_f5a96711/2000k/hls/mixed.m3u8
警察故事2013,https://vip1.lz-cdn1.com/20220420/2679_f713e430/1200k/hls/mixed.m3u8
花飞满城春,https://vip.lz-cdn3.com/20230715/20266_4e6d4caf/2000k/hls/mixed.m3u8
火烧岛,https://vip1.lz-cdn1.com/20220522/6326_33ed779b/1200k/hls/mixed.m3u8
千机变,https://vip.ffzy-play2.com/20221019/21_687fe198/2500k/hls/mixed.m3u8
奇迹1989,https://vip1.lz-cdn1.com/20220404/947_529bcfa4/1200k/hls/mixed.m3u8
奇迹,https://vip.ffzy-play6.com/20221020/375_f3ad7248/2000k/hls/mixed.m3u8
特警新人类,https://vip.ffzy-play6.com/20221112/6113_c01821f3/2000k/hls/mixed.m3u8
特务迷城,https://vip.ffzy-play6.com/20221019/111_6edaadc7/2000k/hls/mixed.m3u8
神探蒲松龄,https://vip.lz-cdn3.com/20220930/14326_99ca3fbb/1200k/hls/mixed.m3u8
千机变Ⅱ花都大战,https://vip.ffzy-play6.com/20221020/312_3eb493a6/2000k/hls/mixed.m3u8
寻找成龙,https://vip.ffzy-play7.com/20221127/7273_4ce701a1/2000k/hls/mixed.m3u8
新宿事件,https://vip.ffzy-play7.com/20230314/18148_991eeb8a/2000k/hls/mixed.m3u8
拳精,https://vip.lzcdn2.com/20221112/22448_54ff8ab1/1200k/hls/mixed.m3u8
英伦对决,https://vip.lz-cdn3.com/20221119/16084_02999cf1/1200k/hls/mixed.m3u8
醉拳2,https://vip.ffzy-play6.com/20221129/9308_1fceb255/2000k/hls/mixed.m3u8
龙牌之谜,https://vip.ffzy-play7.com/20221111/3068_d0d6c55d/2000k/hls/mixed.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/2000k/hls/mixed.m3u8
邻家特工,https://vip.ffzy-play6.com/20221127/8589_74f87ca4/2000k/hls/mixed.m3u8
功夫之王,https://vip.lzcdn2.com/20220328/870_2e271dfb/1200k/hls/mixed.m3u8
尖峰时刻,https://vip.ffzy-play6.com/20221112/6414_a02ac2a9/2000k/hls/mixed.m3u8
尖峰时刻2,https://vip.ffzy-play6.com/20221019/81_711525b6/2000k/hls/mixed.m3u8
霹雳火,https://vip1.lz-cdn7.com/20230215/14264_e49dd103/2000k/hls/mixed.m3u8
飞渡卷云山,https://vip1.lz-cdn7.com/20230219/14389_ca87b60c/2000k/hls/mixed.m3u8
龙兄虎弟,https://vip.ffzy-play6.com/20221116/7264_5b0b594e/2000k/hls/mixed.m3u8
双龙会,https://vip.ffzy-play6.com/20221112/6064_afbd5214/2000k/hls/mixed.m3u8
飞龙再生,https://vip.ffzy-play6.com/20221019/72_1934eddc/2000k/hls/mixed.m3u8
尖峰时刻2,https://vip.ffzy-play6.com/20221019/81_711525b6/2000k/hls/mixed.m3u8
尖峰时刻3,https://vip1.lz-cdn1.com/20220516/5780_3d375a51/1200k/hls/mixed.m3u8
乐高幻影忍者大电影,https://vip.ffzy-play6.com/20221104/4075_1df206d7/2000k/hls/mixed.m3u8
飞龙猛将,https://vip.ffzy-play6.com/20221207/10806_a4b679fd/2000k/hls/mixed.m3u8
抢劫坚果店2,https://leshiyuncdn.36s.top/20240203/WmfuEUkk/1614kb/hls/index.m3u8
宝贝计划,https://vip.ffzy-play2.com/20221021/73_d5c05ae2/2500k/hls/mixed.m3u8
曾经相爱的我们,https://vip1.lz-cdn1.com/20220516/5958_f2a5e885/1200k/hls/mixed.m3u8
天下无敌,https://vip.ffzy-online1.com/20240701/53398_5021e587/2000k/hls/mixed.m3u8
新精武门,https://vip.ffzy-play6.com/20221128/9218_225d01b1/2000k/hls/mixed.m3u8
功夫瑜伽,https://vip1.lz-cdn.com/20220812/28130_38a2cfba/1000k/hls/mixed.m3u8
绝地逃亡,https://vip.ffzy-play6.com/20221106/4545_59e4a8c2/2000k/hls/mixed.m3u8
天将雄师,https://vip.ffzy-play6.com/20221031/3078_d47ea8cc/2000k/hls/mixed.m3u8
神奇燕尾服,https://vip.ffzy-play6.com/20221019/127_851b9820/2000k/hls/mixed.m3u8
解忧杂货店,https://vip.lzcdn2.com/20220503/5304_196cade3/1200k/hls/mixed.m3u8
醉拳3,https://vip.lzcdn2.com/20220528/7719_845dbb4a/1200k/hls/mixed.m3u8
蛇形刁手,https://vip1.lz-cdn1.com/20220413/1883_3fd46161/1200k/hls/mixed.m3u8
功夫梦,https://vip.ffzy-play2.com/20221021/183_d195105f/2500k/hls/mixed.m3u8
快餐车,https://vip.ffzy-play7.com/20221115/4694_6f7f88ac/2000k/hls/mixed.m3u8
机器之血,https://vip.ffzy-play6.com/20221104/4069_476e86b1/2000k/hls/mixed.m3u8
龙少爷,https://vip.ffzy-play2.com/20240324/60020_c93c2845/2000k/hls/mixed.m3u8
龙的心https://vip.ffzy-play7.com/20221115/4539_8b9150f6/2000k/hls/mixed.m3u8
大兵小将,https://vip.ffzy-play7.com/20230101/10714_0de1384d/2000k/hls/mixed.m3u8
辛亥革命,https://vip.ffzy-play6.com/20221021/591_72533d75/2000k/hls/mixed.m3u8
铁道飞虎,https://vip.ffzy-play7.com/20221124/6781_bb0a18b1/2000k/hls/mixed.m3u8
秦香莲,https://vip.ffzy-play7.com/20230406/21188_34e1c588/2000k/hls/mixed.m3u8
威龙猛探,https://vip1.lz-cdn7.com/20230212/14191_de7ce1b2/2000k/hls/mixed.m3u8
超级计划,https://vip.ffzy-play7.com/20221112/3764_fd2b007a/2000k/hls/mixed.m3u8
上海正午,https://vip.ffzy-play7.com/20230130/12799_c0437a87/2000k/hls/mixed.m3u8
笑拳怪招,https://vip.ffzy-play6.com/20221128/9213_05050bb8/2000k/hls/mixed.m3u8
西藏小子,https://vip.ffzy-play7.com/20221224/9675_24c6d3c7/2000k/hls/mixed.m3u8
风雨双流星,https://vip.ffzy-play7.com/20221128/7518_67bd51e9/2000k/hls/mixed.m3u8
炮弹飞车2,https://vip1.lz-cdn7.com/20230220/14422_5b8a1aed/2000k/hls/mixed.m3u8
蛇鹤八步,https://vip.ffzy-play6.com/20221128/9119_1b13e298/2000k/hls/mixed.m3u8
师弟出马,https://vip.ffzy-play7.com/20221115/4764_aba20ecc/2000k/hls/mixed.m3u8
少林门,https://vip.ffzy-play6.com/20221128/9114_1d80750e/2000k/hls/mixed.m3u8
少林木人巷,https://vip.ffzy-play6.com/20221128/9115_ff8a121e/2000k/hls/mixed.m3u8
上海正午2：上海骑士,https://vip.ffzy-play7.com/20230131/12903_9b7878c4/2000k/hls/mixed.m3u8
龙拳,https://vip.ffzy-play6.com/20221128/9052_3612e0ff/2000k/hls/mixed.m3u8
密宗圣手,https://vip15.play-cdn15.com/20231015/25082_6da1fa93/2000k/hls/index.m3u8
杀手壕,https://cdn5.yzzy-online.com/20220519/16935_c4300e76/1000k/hls/index.m3u8
警察故事（续集）,https://vip.ffzy-play7.com/20221115/4687_1e3f6f8c/2000k/hls/mixed.m3u8
环游地球八十天,https://vip.ffzy-play7.com/20221206/8255_9aa98c99/2000k/hls/mixed.m3u8
新少林寺,https://vip.ffzy-play.com/20221015/881_3dbc4077/978740/hls/mixed.m3u8
一个好人,https://vip.ffzy-play7.com/20221129/7713_3a3bd3ff/2000k/hls/mixed.m3u8
忠烈图,https://vip.ffzy-play7.com/20221228/10158_15a3aab7/2000k/hls/mixed.m3u8
剑花烟雨江南,https://vip.ffzy-play7.com/20221128/7570_1dca45cc/2000k/hls/mixed.m3u8
地球：神奇的一天,https://vip.lz-cdn3.com/20221114/15887_b3b2f329/1200k/hls/mixed.m3u8
特务迷城,https://vip.lz-cdn1.com/20220411/1661_39b86486/1200k/hls/mixed.m3u8

贺岁电影,#genre#
1989香港小姐竞选决赛,http://jsmov2.a.yximgs.com/bs3/video-hls/5259922993058236574_hlsb.m3u8
A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
爱情呼叫转移,https://alimov2.a.kwimgs.com/upic/2022/01/06/21/BMjAyMjAxMDYyMTA2NTJfNDAzMDAxOTlfNjQzNTAyNDU2MDRfMF8z_b_B1a1f024faadb0eeabf8df108680d788f.mp4
冰封：重生之门,https://alimov2.a.kwimgs.com/upic/2021/12/27/21/BMjAyMTEyMjcyMTQ3MTBfNDAzMDAxOTlfNjM2NDg1Nzg0MTVfMF8z_b_Bc0b0ca4f69611e630837203dd5462b7a.mp4
刀剑笑,http://jsmov2.a.yximgs.com/bs3/video-hls/5215168447635500734_hlsb.m3u8
东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8
东方秃鹰,http://jsmov2.a.yximgs.com/bs3/video-hls/5218546164654879826_hlsb.m3u8
东京审判,https://alimov2.a.kwimgs.com/upic/2021/12/27/23/BMjAyMTEyMjcyMzI3NTBfNDAzMDAxOTlfNjM2NTM2Mzg0NTBfMF8z_b_B118e89560c193a9c7fae9d00675f4b77.mp4
赌神2,https://txmov2.a.kwimgs.com/upic/2022/06/30/10/BMjAyMjA2MzAxMDQ4MTBfMzQ2ODQ5ODAxXzc3OTU2NDczMDcwXzBfMw==_b_B441bf57459ce6144e88f8567a5fac4ff.mp4
赌侠1999,https://alimov2.a.kwimgs.com/upic/2021/02/07/10/BMjAyMTAyMDcxMDEzMzZfNDAzMDAxOTlfNDM3MzM4MjMzMzBfMF8z_b_B4a59a2352495fc067341ccd71f7682b5.mp4
赌侠2上海滩赌圣,https://alimov2.a.kwimgs.com/upic/2021/12/27/23/BMjAyMTEyMjcyMzIwNDZfNDAzMDAxOTlfNjM2NTMzOTgyMDRfMF8z_b_B1859f43cccf369395fc5282cad5c2477.mp4
非诚勿扰,https://alimov2.a.kwimgs.com/upic/2021/12/27/23/BMjAyMTEyMjcyMzEzMTFfNDAzMDAxOTlfNjM2NTMxMjMxMDNfMF8z_b_B43fc7c3434a60c6aef7e236580f9ff80.mp4
富贵兵团,https://alimov2.a.kwimgs.com/upic/2022/01/05/12/BMjAyMjAxMDUxMjU5MTJfNDAzMDAxOTlfNjQyNjA5NDk4NjdfMF8z_b_Bf8fd9f3431809c1f4a9e906d5b5b38aa.mp4
搞定岳父大人,https://alimov2.a.kwimgs.com/upic/2021/12/27/21/BMjAyMTEyMjcyMTU4MjVfNDAzMDAxOTlfNjM2NDkzMTQwMjZfMF8z_b_B727afa5416f0544ce8de91c6b59016aa.mp4
给爸爸的信,http://jsmov2.a.yximgs.com/bs3/video-hls//5224175673211197601_hlsb.m3u8
功夫,https://alimov2.a.kwimgs.com/upic/2021/09/07/15/BMjAyMTA5MDcxNTA5NDRfMTI0MzE0NjMyOF81Njc1NDczMTA2MV8yXzM=_b_B49a7ebe2791cfd7bd9346e99247fae45.mp4
归来,https://alimov2.a.kwimgs.com/upic/2022/01/05/17/BMjAyMjAxMDUxNzM2MjZfNDAzMDAxOTlfNjQyNzU3NjE4MDNfMF8z_b_Bff7b27b5a9f10ec6cf7a5035749aa710.mp4
寒战,http://jsmov2.a.yximgs.com/bs3/video-hls/5226990400735682590_hlsb.m3u8
悍匪,https://alimov2.a.kwimgs.com/upic/2023/05/15/09/BMjAyMzA1MTUwOTUxMjJfMTAxNTcxMzA4NF8xMDMxMjQ2OTk4OTVfMF8z_b_B40d2d39d1de6f1fb8fecd6200aedb2c5.mp4
黑金,http://jsmov2.a.yximgs.com/bs3/video-hls/5205598319803850893_hlsb.m3u8
葫芦兄弟,http://jsmov2.a.yximgs.com/bs3/video-hls/5223049779458999093_hlsb.m3u8
花好月圆,https://alimov2.a.kwimgs.com/upic/2022/01/05/18/BMjAyMjAxMDUxODUzMzhfNDAzMDAxOTlfNjQyODA5OTUyODBfMF8z_b_B432b66e77e5c39e72d79b51c1f66e8b1.mp4
花田喜事,https://alimov2.a.kwimgs.com/upic/2021/12/27/23/BMjAyMTEyMjcyMzUyMDJfNDAzMDAxOTlfNjM2NTQzNjAwMTZfMF8z_b_B071b205313b5e6bb8dfbacbcdc16b2e2.mp4
黄飞鸿之男儿当自强,https://txmov2.a.kwimgs.com/upic/2020/05/16/01/BMjAyMDA1MTYwMTAyMjFfMjEyNDgzMjg2XzI4NjI3OTAwNTc5XzJfMw==_b_Bc1101c249e7355d840c4495b7bfd84a4.mp4
黄飞鸿之铁鸡斗蜈蚣,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634242822045870_hlsb.m3u8
黄飞鸿之壮志凌云,http://jsmov2.a.yximgs.com/bs3/video-hls/5189554175568165120_hlsb.m3u8
集结号,https://txmov2.a.kwimgs.com/upic/2021/02/24/11/BMjAyMTAyMjQxMTE1MDlfNDAzMDAxOTlfNDQ5MjUwMTc4MzlfMF8z_b_Bf01a6129a3b10870755abbe165e07ae4.mp4
济公,https://alimov2.a.kwimgs.com/upic/2021/10/17/11/BMjAyMTEwMTcxMTEzMDhfMTI0MzE0NjMyOF81OTE5NjIxNzIxOF8yXzM=_b_B3ba90f2ee093c62eb20826088932358d.mp4
家有喜事,https://alimov2.a.kwimgs.com/upic/2022/01/06/16/BMjAyMjAxMDYxNjE3MzBfNDAzMDAxOTlfNjQzMzAwNzE0NzdfMF8z_b_Bfa2f67937e3ffe642ec830f3ba79266a.mp4
警察故事2013,https://txmov2.a.kwimgs.com/upic/2020/12/19/11/BMjAyMDEyMTkxMTE1NTFfNDAzMDAxOTlfNDA5NDA3ODAyNzRfMF8z_b_B4b2d907256032e448d0cfcc80d0a330c.mp4
警察故事3：超级警察,https://txmov2.a.kwimgs.com/upic/2022/05/24/18/BMjAyMjA1MjQxODIxNTdfNDAzMDAxOTlfNzUxNjc2NDI5NjVfMF8z_b_B56696e4a122ac656a6b037fce6c92bd5.mp4
警察故事续集,http://jsmov2.a.yximgs.com/bs3/video-hls/5207568637401250631_hlsb.m3u8
九二神雕之痴心情长剑,http://jsmov2.a.yximgs.com/bs3/video-hls/5188428323796620673_hlsb.m3u8
九一神雕侠侣,http://jsmov2.a.yximgs.com/bs3/video-hls/5227553349016599035_hlsb.m3u8
举起手来,http://jsmov2.a.yximgs.com/bs3/video-hls/5200531695946611297_hlsb.m3u8
绝代双骄,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTI1NTZfNDAzMDAxOTlfNjM2NjgzNTczODVfMF8z_b_B5facf93f33f78880c29956360f725aeb.mp4
快餐车,https://alimov2.a.kwimgs.com/upic/2022/05/24/14/BMjAyMjA1MjQxNDMxNThfNDAzMDAxOTlfNzUxNTQ4Njc1NTFfMF8z_b_Bda14017ed6e581f74bc28af3ac094715.mp4
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
龙兄虎弟,http://jsmov2.a.yximgs.com/bs3/video-hls/5250352837791566632_hlsb.m3u8
龙腾四海,https://jsmov2.a.yximgs.com/bs3/video-hls/1_5255700859231274588_hlsvip_d5e49561b0e02836.d873ef.v0.m3u8
墨攻,https://alimov2.a.kwimgs.com/upic/2022/01/05/17/BMjAyMjAxMDUxNzUyNDdfNDAzMDAxOTlfNjQyNzY3OTA0OTdfMF8z_b_Bc9dd52ef4c169a900fbf9d58eee9c1ec.mp4
南京！南京！,https://alimov2.a.kwimgs.com/upic/2022/01/06/21/BMjAyMjAxMDYyMTA3NDFfNDAzMDAxOTlfNjQzNTAzMDkzNDlfMF8z_b_B021b330589e32f534c5b1358801bc147.mp4
逆时营救,https://alimov2.a.kwimgs.com/upic/2022/01/05/17/BMjAyMjAxMDUxNzU0MzNfNDAzMDAxOTlfNjQyNzY5MDQyOTZfMF8z_b_B8319ca38b9272dce1cc1d94200d0c57a.mp4
七七事变,http://jsmov2.a.yximgs.com/bs3/video-hls/5249789893098551463_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
青蛇,http://jsmov2.a.yximgs.com/bs3/video-hls/5258515616867239871_hlsb.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
扫毒2：天地对决,https://alimov2.a.kwimgs.com/upic/2022/01/05/19/BMjAyMjAxMDUxOTEzNTJfNDAzMDAxOTlfNjQyODI1Mjk5MTNfMF8z_b_Bf4c7aa8e7ce95677d112650c6e5fa5d7.mp4
杀破狼·贪狼,https://alimov2.a.kwimgs.com/upic/2022/01/05/19/BMjAyMjAxMDUxOTE2NTVfNDAzMDAxOTlfNjQyODI3Njk4MzZfMF8z_b_B718bb0920440e1ed4367edc19e326630.mp4
杀手之王,https://alimov2.a.kwimgs.com/upic/2022/01/05/14/BMjAyMjAxMDUxNDAzMjZfNDAzMDAxOTlfNjQyNjQzNzY2MTdfMF8z_b_Be4fd7ad442a507011ff92266c08e87df.mp4
上海滩十三太保,http://jsmov2.a.yximgs.com/bs3/video-hls/5249789878426449116_hlsb.m3u8
少林足球,http://jsmov2.a.yximgs.com/bs3/video-hls/5203065047959651388_hlsb.m3u8
少年赌神,http://jsmov2.a.yximgs.com/bs3/video-hls/5253730517743567853_hlsb.m3u8
噬魂剑,http://jsmov2.a.yximgs.com/bs3/video-hls//5202783575206012433_hlsb.m3u8
双龙会,http://jsmov2.a.yximgs.com/bs3/video-hls/5199687336814310271_hlsb.m3u8
水浒传之英雄本色,https://alimov2.a.kwimgs.com/upic/2023/04/25/19/BMjAyMzA0MjUxOTE5MDBfMTU1MjM3NDUyNV8xMDE0NjI2ODAyODBfMl8z_b_Bb4027f3d6bfb884c454fe964dbbf7b83.mp4
四大名捕2012,https://txmov2.a.kwimgs.com/upic/2020/12/25/14/BMjAyMDEyMjUxNDM1MTJfNDAzMDAxOTlfNDEyNjQzODY5ODJfMF8z_b_B61e4b3069c98307be010773c799bdad6.mp4
太极张三丰,http://jsmov2.a.yximgs.com/bs3/video-hls/5236841968140880426_hlsb.m3u8
唐伯虎点秋香,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTM0NDRfNDAzMDAxOTlfNjM2Njg3NzI0OTVfMF8z_b_Ba0f238aca7a4a8861a3919b78a536de3.mp4
唐人街探案1,http://jsmov2.a.yximgs.com/bs3/video-hls/5228679277451765996_hlsb.m3u8
逃学威龙,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTQ3MzhfNDAzMDAxOTlfNjM2NjkzODQ1MjJfMF8z_b_B186b730477418284a4f7299850bde89c.mp4
天地雄心,https://alimov2.a.kwimgs.com/upic/2022/01/05/15/BMjAyMjAxMDUxNTEwMzdfNDAzMDAxOTlfNjQyNjc3NTIyMjdfMF8z_b_B2e679fa9d4d35782a94865b95fd818ca.mp4
天若有情,http://jsmov2.a.yximgs.com/bs3/video-hls/5246412168297899387_hlsb.m3u8
天若有情,https://txmov2.a.kwimgs.com/upic/2021/02/16/09/BMjAyMTAyMTYwOTI5NDRfNDAzMDAxOTlfNDQ0MjI0Mjk3ODFfMF8z_b_B73c61cc5ef4171eb35ea2f62d6da20d7.mp4
天若有情3烽火佳人,https://alimov2.a.kwimgs.com/upic/2022/01/05/19/BMjAyMjAxMDUxOTU3MzJfNDAzMDAxOTlfNjQyODYwMzQ1NzVfMF8z_b_Bfad48b3a18ea7de5290a7f17b9838785.mp4
旺角卡门,https://txmov2.a.kwimgs.com/upic/2021/02/26/14/BMjAyMTAyMjYxNDA0NTJfNDAzMDAxOTlfNDUwNTg2MzczNTZfMF8z_b_B47b4dd965339d865184dcb23b2148e29.mp4
未来警察,https://alimov2.a.kwimgs.com/upic/2022/01/05/20/BMjAyMjAxMDUyMDAwMTlfNDAzMDAxOTlfNjQyODYyNjE5NTZfMF8z_b_Bab8d3f8d17ea982e1f3ff05809e23d15.mp4
无间道2,https://alimov2.a.kwimgs.com/upic/2021/02/09/10/BMjAyMTAyMDkxMDQ0NThfNDAzMDAxOTlfNDM4NTkyODc0MjhfMF8z_b_Bce206fcc2f84121a4d887259d7c5100b.mp4
喜剧之王,http://jsmov2.a.yximgs.com/bs3/video-hls/5232056975277529648_hlsb.m3u8
笑傲江湖之风云再起,https://alimov2.a.kwimgs.com/upic/2023/03/07/20/BMjAyMzAzMDcyMDMyNDdfNjE2NzgxMTQwXzk3NzEzNDY4NjgxXzBfMw==_b_B75baa98fedb7da382eb4a29e5f7df2bf.mp4
辛亥革命,https://alimov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDU0NDZfNDAzMDAxOTlfNjM2Nzg3MzAyMjZfMF8z_b_B6e44bdd63685ac9371c4c3ec617011c6.mp4
新警察故事,http://jsmov2.a.yximgs.com/bs3/video-hls/5220235015225277883_hlsb.m3u8
新少林五祖,http://jsmov2.a.yximgs.com/bs3/video-hls/5226990421752301001_hlsb.m3u8
新天龙八部之天山童姥,https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4
新仙鹤神针,http://jsmov2.a.yximgs.com/bs3/video-hls/5225020093331681192_hlsb.m3u8
羞羞鬼,http://jsmov2.a.yximgs.com/bs3/video-hls//5229523697125974635_hlsb.m3u8
血观音,http://visionularcdn.yishihui.com/output/longvideo/multitranscode/video/vpc/20230405/15607217BFoYHXt3BVXBRfB2Qh20230405211000420274909-3HD.m3u8
血战台儿庄,http://jsmov2.a.yximgs.com/bs3/video-hls/5242471549080321487_hlsb.m3u8
叶问1,http://jsmov2.a.yximgs.com/bs3/video-hls/5220516421292450272_hlsb.m3u8
一刀倾城,https://alimov2.a.kwimgs.com/upic/2020/05/15/21/BMjAyMDA1MTUyMTMyNDRfNzg2MDA0NzMxXzI4NjE0MjQyNzI0XzJfMw==_b_B12ab92069ba1451c414753f27d20a2ca.mp4
一个好人,http://jsmov2.a.yximgs.com/bs3/video-hls/5248663982858337076_hlsb.m3u8
一九四二,https://alimov2.a.kwimgs.com/upic/2022/01/05/17/BMjAyMjAxMDUxNzIzMDNfNDAzMDAxOTlfNjQyNzQ5NTE3NTNfMF8z_b_B5f186308ba67a8a0928d92419e728178.mp4
倚天屠龙记之魔教教主,http://jsmov2.a.yximgs.com/bs3/video-hls/5218264700326446854_hlsb.m3u8
